RHEA_ID	DIRECTION	MASTER_ID	ID
31576	LR	31575	R-HSA-2395869.3
31584	LR	31583	R-HSA-2395818.3
31765	RL	31763	R-HSA-1237102.2
31980	LR	31979	R-HSA-139970.2
32064	LR	32063	R-HSA-2395876.3
32064	LR	32063	R-HSA-2395879.3
32144	LR	32143	R-HSA-352136.1
32144	LR	32143	R-HSA-375768.1
32144	LR	32143	R-HSA-375770.1
32144	LR	32143	R-HSA-375776.1
32144	LR	32143	R-HSA-375790.1
32144	LR	32143	R-HSA-8959781.1
32145	RL	32143	R-HSA-8932851.1
32145	RL	32143	R-HSA-8952726.1
32228	LR	32227	R-HSA-6806966.2
32232	LR	32231	R-HSA-6806967.2
32752	LR	32751	R-HSA-549322.1
32752	LR	32751	R-HSA-561054.3
32753	RL	32751	R-HSA-444433.1
32753	RL	32751	R-HSA-549129.1
32753	RL	32751	R-HSA-549279.3
32753	RL	32751	R-HSA-6797956.1
32800	LR	32799	R-HSA-444126.1
32800	LR	32799	R-HSA-507875.3
32801	RL	32799	R-HSA-507873.3
32833	RL	32831	R-HSA-3000238.1
33100	LR	33099	R-HSA-351207.1
33208	LR	33207	R-HSA-508040.2
33508	LR	33507	R-HSA-428676.1
33657	RL	33655	R-HSA-879585.1
33741	RL	33739	R-HSA-5696080.2
34000	LR	33999	R-HSA-195690.2
34092	LR	34091	R-HSA-5696408.2
34288	LR	34287	R-HSA-5662692.1
34904	LR	34903	R-HSA-2408556.1
34920	LR	34919	R-HSA-199626.1
34924	LR	34923	R-HSA-432036.4
34928	LR	34927	R-HSA-2408542.1
34964	LR	34963	R-HSA-2671885.3
34964	LR	34963	R-HSA-2672334.2
34964	LR	34963	R-HSA-3295580.1
34964	LR	34963	R-HSA-399711.2
34964	LR	34963	R-HSA-420980.2
34964	LR	34963	R-HSA-426223.1
34964	LR	34963	R-HSA-438037.3
34964	LR	34963	R-HSA-451310.2
34964	LR	34963	R-HSA-5576895.5
34964	LR	34963	R-HSA-622325.2
34965	RL	34963	R-HSA-2730664.2
34980	LR	34979	R-HSA-1222516.1
34980	LR	34979	R-HSA-170026.4
34980	LR	34979	R-HSA-6788999.2
34981	RL	34979	R-HSA-74723.2
34984	LR	34983	R-HSA-8875871.1
35000	LR	34999	R-HSA-163215.2
35000	LR	34999	R-HSA-5672027.4
35016	LR	35015	R-HSA-3165230.3
35032	LR	35031	R-HSA-376200.1
35033	RL	35031	R-HSA-8932980.1
35036	LR	35035	R-HSA-9653180.1
35040	LR	35039	R-HSA-549129.1
35041	RL	35039	R-HSA-549322.1
35208	LR	35207	R-HSA-2509816.4
35212	LR	35211	R-HSA-2509793.4
35301	RL	35299	R-HSA-548818.2
35316	LR	35315	R-HSA-548814.1
35328	LR	35327	R-HSA-548815.2
35353	RL	35351	R-HSA-548831.2
35588	LR	35587	R-HSA-196950.2
35648	LR	35647	R-HSA-3244614.3
36316	LR	36315	R-HSA-390425.3
36316	LR	36315	R-HSA-390438.3
36476	LR	36475	R-HSA-548800.2
36496	LR	36495	R-HSA-70420.3
36516	LR	36515	R-HSA-548830.1
37048	LR	37047	R-HSA-428007.1
37108	LR	37107	R-HSA-5694126.1
37336	LR	37335	R-HSA-73618.2
37340	LR	37339	R-HSA-73620.3
37460	LR	37459	R-HSA-1855216.2
37468	LR	37467	R-HSA-1855157.2
37468	LR	37467	R-HSA-1855194.2
38168	LR	38167	R-HSA-8848582.3
38176	LR	38175	R-HSA-8848585.3
39009	RL	39007	R-HSA-8876731.1
39120	LR	39119	R-HSA-2066787.1
39132	LR	39131	R-HSA-2066788.2
39748	LR	39747	R-HSA-265443.1
39748	LR	39747	R-HSA-8951850.1
39749	RL	39747	R-HSA-5250531.2
40456	LR	40455	R-HSA-192056.1
40460	LR	40459	R-HSA-389889.2
40460	LR	40459	R-HSA-389891.1
40716	LR	40715	R-HSA-75879.2
41337	LR	41336	R-HSA-2161950.2
41573	LR	41572	R-HSA-2161779.3
42061	LR	42060	R-HSA-5362721.1
42081	LR	42080	R-HSA-5362522.1
42085	LR	42084	R-HSA-5696101.1
42453	LR	42452	R-HSA-893597.1
42453	LR	42452	R-HSA-893609.1
42597	LR	42596	R-HSA-140355.1
42597	LR	42596	R-HSA-2309787.1
43389	LR	43388	R-HSA-1855202.2
43393	LR	43392	R-HSA-1855180.2
43837	LR	43836	R-HSA-192123.1
43925	LR	43924	R-HSA-196350.1
43929	LR	43928	R-HSA-193052.2
44413	LR	44412	R-HSA-2162186.3
44493	LR	44492	R-HSA-2162193.3
44565	LR	44564	R-HSA-2162192.2
44765	LR	44764	R-HSA-2162188.3
44905	LR	44904	R-HSA-3262512.3
44905	LR	44904	R-HSA-3266566.3
44905	LR	44904	R-HSA-71825.3
44961	LR	44960	R-HSA-8952873.1
45258	RL	45256	R-HSA-434381.1
45314	RL	45312	R-HSA-2161549.2
45317	LR	45316	R-HSA-2161614.2
45753	LR	45752	R-HSA-109998.2
46041	LR	46040	R-HSA-73598.4
46045	LR	46044	R-HSA-6809808.2
46133	LR	46132	R-HSA-191983.1
46149	LR	46148	R-HSA-8866601.3
47089	LR	47088	R-HSA-193455.1
47101	LR	47100	R-HSA-192312.1
47265	LR	47264	R-HSA-389632.2
47725	LR	47724	R-HSA-6785928.2
48617	LR	48616	R-HSA-266012.2
48621	LR	48620	R-HSA-2161946.2
48645	LR	48644	R-HSA-2161613.2
50205	LR	50204	R-HSA-9018858.1
50537	LR	50536	R-HSA-2161659.2
50541	LR	50540	R-HSA-2161666.2
50545	LR	50544	R-HSA-2161735.2
50557	LR	50556	R-HSA-2161733.2
50609	LR	50608	R-HSA-2161567.2
50709	LR	50708	R-HSA-2161999.2
50822	RL	50820	R-HSA-469659.2
50833	LR	50832	R-HSA-9027607.2
50841	LR	50840	R-HSA-9020275.1
50978	RL	50976	R-HSA-879528.1
50982	RL	50980	R-HSA-879528.1
51065	LR	51064	R-HSA-176588.2
51189	LR	51188	R-HSA-1222407.2
51189	LR	51188	R-HSA-1497878.1
51189	LR	51188	R-HSA-3697855.1
51189	LR	51188	R-HSA-8942052.1
51194	RL	51192	R-HSA-880053.2
51198	RL	51196	R-HSA-444008.2
51217	LR	51216	R-HSA-176631.2
51221	LR	51220	R-HSA-3301943.1
51725	LR	51724	R-HSA-6810472.1
51969	LR	51968	R-HSA-9018863.1
52313	LR	52312	R-HSA-2161732.2
52357	LR	52356	R-HSA-176517.2
52369	LR	52368	R-HSA-176609.2
52373	LR	52372	R-HSA-176521.2
53509	LR	53508	R-HSA-9026777.1
53509	LR	53508	R-HSA-9026780.1
53513	LR	53512	R-HSA-9026757.1
53541	LR	53540	R-HSA-9026771.2
53549	LR	53548	R-HSA-2161563.2
54913	LR	54912	R-HSA-2465921.3
56313	LR	56312	R-HSA-2023973.2
57169	LR	57168	R-HSA-880007.3
57841	LR	57840	R-HSA-6809561.2
57841	LR	57840	R-HSA-6809565.2
58286	RL	58284	R-HSA-73616.2
58438	RL	58436	R-HSA-196060.3
59409	LR	59408	R-HSA-5691507.2
59425	LR	59424	R-HSA-5696183.1
60366	RL	60364	R-HSA-429101.1
60369	LR	60368	R-HSA-2872497.1
60370	RL	60368	R-HSA-429036.1
60382	RL	60380	R-HSA-198818.3
61241	LR	61240	R-HSA-2160492.2

