gene_id	ERR279692	ERR279673	ERR279674	ERR279675	ERR279676	ERR279677	ERR279678	ERR279679	ERR279680	ERR279681	ERR279682	ERR279683	ERR279685	ERR279684	ERR279686	ERR279687	ERR279688	ERR279689	ERR279690	ERR279691
WBGene00289421	4.16	0.41	0.27	0.83	1.9	2.35	1.78	1.63	0.38	0.39	1.95	0.34	1.03	1.36	3.74	2.23	2.48	5.59	2.6	4.6
WBGene00289422	6.86	1.14	1.19	1.54	4.54	5.61	3.18	2.63	1.3	1.21	1.1	1.24	1.81	1.06	3.42	4.32	3.07	8.28	9.51	11.21
WBGene00289424	74.07	61.18	90.58	70.8	57.91	71.6	54.17	84.53	57.1	29.39	39.89	10.15	13.81	13.66	42.8	58.19	43.69	46.98	60.42	56.32
WBGene00289426	1.78	2.09	2.53	3.97	2.23	2.41	2.03	2.35	2.55	1.48	2.18	1.38	4.6	3.5	5.12	4.3	1.45	3.99	4	4.16
WBGene00289427	2.06	0.91	1.22	3.29	1.21	0.5	1.47	1.95	1.42	0.78	1.32	0	1.8	2.03	3.18	3.33	1.05	2.53	2.9	5.23
WBGene00289428	2.22	0.56	1.25	1.52	6.71	4.61	3.8	13.16	9.8	1.32	0.16	0.61	0.32	0.94	0.49	0.51	0.32	6.68	8.52	7.42
WBGene00289429	76.87	32.73	35.19	27.34	29.6	41.04	32.73	50.75	31.03	10.03	14.41	8.35	7.85	7.97	8.32	16.63	7.86	18.74	27.12	30.72
WBGene00289430	222.57	316.83	408.41	313.23	79.83	114.39	86.97	62.02	46.98	71.08	90.61	19.46	25.4	22.71	73.17	103.26	62.95	26.35	35.86	39.63
WBGene00289431	1.13	0.27	1.25	0.54	0.18	0.66	0.39	0.85	0.37	0.17	0.12	0	0	0	0	0	0	0.16	0.42	0.18
WBGene00289432	0.26	0	0	0	0	0.13	0	0.12	0.22	0.15	0	0	0	0	0.13	0.21	0.07	0.09	0	0.2
WBGene00289433	1.33	1.31	0.7	0.71	2.09	2.15	0.25	0.84	0.98	0.34	0.91	1.72	1.11	0	0.91	0.36	0.68	0.94	1.94	2.77
WBGene00289434	0.42	1.13	0.5	1.87	1.17	0.82	0.85	1.8	0.82	0.4	0.33	0.62	0.74	0.84	1.31	0.86	0.43	1.64	1.46	1.66
WBGene00289435	450.91	700.26	939.49	769.43	620.89	727.06	619.29	1113.77	736.26	90.73	145.5	153.22	222.42	200.44	158.5	272.78	158.01	777.91	978.88	1128.43
WBGene00289436	7.02	12.41	15.12	15.88	136.1	154.65	124.72	416	285.23	1.47	2.19	9.43	14.07	12.49	1.5	2.2	2.39	131.31	184.09	208.22
WBGene00289437	0.46	0.73	0.61	0.12	74.29	81.81	75.14	195.25	139.21	7.12	7.35	0.6	0.23	0.15	6.52	11.09	4.5	75.52	101	126.54
WBGene00289439	45.96	25.97	35	28.32	40.49	45.49	37.94	38.07	25.8	18.87	29.51	16.25	14.24	14.79	19.65	30.82	20.4	17.47	28.76	22.89
WBGene00289440	28.96	6.76	5.75	7.04	9.43	11.25	9.09	14.38	8.72	3.75	4.44	6.09	7.03	6.61	7.48	10.83	8.01	11.78	14.33	14.3
WBGene00289441	29.14	14.79	19.26	15.44	9.65	11.2	9.59	11.61	7.34	3.79	3.73	25.74	32.62	47.49	0.9	2.63	1.16	4.23	5.33	5.49
WBGene00289442	31.62	20.07	24.86	18.44	23.47	33.36	26.12	22.86	15.17	10.08	13.38	10.78	9	11.93	8.49	17.77	8.62	10.48	13.05	16.86
WBGene00289443	13.7	5.95	5.87	4.46	13.26	15.36	12.43	13.79	10.18	4.6	6.97	3.48	3.58	4.37	4.13	6.29	3.36	6.39	8.51	9.97
WBGene00289444	29.2	25.97	28.97	23.54	22.44	33.02	26.92	37.53	26.06	6.7	6.88	13.84	8.55	11.56	6.62	8.31	6.44	19.09	24.85	34.4
WBGene00289445	63.65	46.99	61.34	52.1	38.05	47.76	45.38	65.98	45.56	15.95	17.63	10.49	13.43	14.73	16.06	19.51	14.77	38.5	47.17	49.78
WBGene00289446	36.89	18.73	30.14	24.26	22.3	25.53	19.01	26.84	15.8	16.32	16.08	12.57	11.8	10.2	18.15	23.22	16.43	14.67	19.85	17.81
WBGene00289447	24.25	9.4	9.1	12.15	20.18	24.46	24.61	22.17	17.2	16.78	25.69	4.43	3.94	6.46	21.88	33.52	21.44	19.89	25.42	21.72
WBGene00289448	130.93	28.92	31.8	26.02	7.67	8.18	9.35	17.96	10.9	0.7	0.95	3.09	3.18	4.42	0.66	1.5	1.37	7.13	10.58	11.24
WBGene00289449	5.85	0.31	0.84	0.42	0.42	0.52	0.3	0.5	1.17	0.2	0.27	0	0	0.52	0	0.43	0	1.49	0.66	1.66
WBGene00289450	19.05	9.8	10.6	8.56	10.37	11.47	8.85	19.88	11.89	4.71	5.86	4.74	5.47	4.01	6.32	10.29	6.95	12.01	15.25	16.16
WBGene00289451	11.39	8.94	8.4	10.91	9.52	10.3	10.81	14.32	12.57	4.59	6.21	1.47	4.15	2.99	6.24	8.57	3.49	10.66	18.02	14.81
WBGene00289452	79.54	134.05	162.7	143.87	37.65	45.05	35.02	37.61	29.54	12.48	9.13	124.19	185.25	182.68	7.7	11.19	6.87	25.05	44.03	27.5
WBGene00289453	748.17	483.39	732.68	548.84	188.55	232.92	164.94	124.83	88.87	57.09	51.78	707.68	815.26	817.52	33.51	46.64	27.44	71.76	95.77	86.72
WBGene00289454	17.52	7.86	18.47	10.65	8.5	16.98	11.88	18.88	11.04	5.67	5.12	8.87	9.13	12.32	7.29	12.78	7.25	15.81	18.23	13.67
WBGene00289455	1.11	0.57	0.53	1.41	1.39	1.07	0.88	1.95	1.47	1.03	0.87	1.29	2.39	2.25	1.59	1.49	1.28	2.18	2.44	2.02
WBGene00289457	14.24	8.25	9.01	10.53	11.98	15.54	13.88	18.16	12.03	8.18	14.91	2.68	3.09	2.44	13.29	22.89	14.55	11.68	12.45	13.04
WBGene00289458	13.66	2.54	3.98	9.18	6.76	7.66	5.73	12.88	8.72	1.09	3.31	2.78	4.65	2.83	12.19	11.59	4.78	14.13	17.96	20.75
WBGene00289459	5.42	1.73	0.71	2.16	3.37	4.16	3.48	7.67	3.99	1.96	1.27	1.97	2.47	2.67	2.79	5.28	3.93	6.82	7.06	5.82
WBGene00289460	0.33	0	0.09	0.09	0.52	1.61	0.44	2.62	1.29	0	0.06	0	0.06	0.33	0	0.18	0	2.02	3.05	2.16
WBGene00289462	0.7	1.24	2.78	2.25	5.52	1.36	2.41	3.98	3.88	2.13	2.16	1.36	2.45	2.77	0.72	1.7	0.72	2.47	2.2	2.2
WBGene00289463	0	0	0	0.35	0.34	0.84	0.25	0.82	0.24	0	0.22	0.84	1.08	0.43	0.67	0.35	0	0.61	1.36	0.68
WBGene00289466	72.85	21.11	27.42	31.57	78.65	85.87	65.25	119.96	77.65	38.33	41.8	17.69	18.68	19.26	69.57	82.34	65.54	88.83	99.97	88.1
WBGene00289469	80.69	56.88	93.37	72.74	41.43	44.05	38.54	41.43	27.72	28.42	32.92	21.45	23.91	28.7	42.26	53.3	35.34	33.12	40.61	38.01
WBGene00289470	89.19	64.55	80.44	69.52	57.81	71.48	60.95	82.88	45.17	42.17	50.96	21.75	20.69	27.82	52.84	72.1	56	42.4	61.09	52.44
WBGene00289471	22.6	10.59	16.28	14.45	12.52	14.56	8.7	13.61	10.77	4.56	5.81	6.18	6.59	8.39	4.99	7.54	5.44	11.46	13.15	11.82
WBGene00289472	66.58	25.8	33.15	38.82	49.68	55.75	41.64	89.31	66.99	18.69	21.22	16.28	18.09	18.31	27.09	34.35	25.29	63.08	77.56	64.72
WBGene00289475	1.34	0.84	1.39	2.87	1.66	2.01	1.24	2.53	2.22	1.01	0.78	1.16	1.95	1.32	1.66	2.27	1.23	3.11	3.6	2.88
WBGene00289476	1.27	1.13	1.41	2.75	19.24	19.83	14.2	48.87	36.26	0.63	0.52	1.11	1.24	1.82	0.92	0.87	1.14	27.33	38.21	29.54
WBGene00289477	4.12	0.81	1.36	1.92	17.23	9.66	14.09	46.98	27.1	0.26	0.18	0	0.85	0.34	0.18	0.55	0.35	19.05	27.46	23.59
WBGene00289478	45.41	22.57	29.16	32.8	32.04	34.78	31.81	50.66	34.83	19.7	19.32	9.64	9.31	9.93	28.98	35.45	28.98	38.48	50.77	40.79
WBGene00289479	113.54	40.56	60.33	48.02	37.92	46.24	32.75	35.04	24.48	9.27	10.83	22.04	19.4	18.94	12.72	20.93	14.04	22.34	31.69	34.68
WBGene00289480	21.97	14.12	24.92	22.8	30.47	32.49	24.82	30.27	25.4	11.61	10.55	3.97	4.51	4.8	14.78	21.33	13.91	22.12	24.46	22.66
WBGene00289482	341.7	192.78	332.12	254.42	225.74	278.55	169.13	343.68	262.01	65.88	82	40.43	40.09	58.9	66.9	91.74	65.8	135.26	173.97	194.44
WBGene00289483	17.82	11.8	13.27	13.17	17.87	20.5	15.92	28.79	21.64	8.18	11.46	6.37	6.45	6.24	13.69	18.87	12.67	20.92	26.8	22.78
WBGene00289484	241.06	314.6	340.6	306.23	215.37	233.28	196.03	319.09	190.58	98.73	124.34	89.89	124.49	133.07	113.08	178.3	125.39	173.79	221.44	259.52
WBGene00289486	97.36	39.19	55.88	60.31	77.65	87.56	60.37	112.56	75.09	35.55	40.79	25.62	30.65	28.86	37.61	50.73	37.05	58.07	76.4	67.02
WBGene00289488	30.75	14.32	16.82	19.44	25.44	29.57	20.49	33.83	25.12	11.27	15.27	12.46	11.5	11.1	17.59	25.36	18.35	25.61	31.96	29.28
WBGene00289489	162.66	23.09	44.85	60.59	35.31	41.23	32.79	20.45	20.25	28.03	25.6	45.16	44.82	46.82	36.02	55.81	33.68	21.66	30.21	24.08
WBGene00289490	232.96	327.41	428.73	333.3	423.65	515.19	389.42	330.39	238.7	207.86	384.4	71.04	68.16	65.64	253.94	434.58	272.85	220.23	277.09	297.67
WBGene00289493	41.89	17.64	24.67	23.81	53.05	58.51	49.13	116.85	79.14	16.81	23.28	8.91	11.23	10.88	35.65	44.98	31.49	68.65	87.17	80.39
WBGene00289494	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0.28	0	0	0.21
WBGene00289495	88.35	102.45	138.07	115.06	92.07	123.9	92.79	142.15	91.38	36.9	56.53	31.49	42.24	51.86	33.49	57.82	40.9	71.49	81.36	116.51
WBGene00289496	39.28	28.18	40.09	40.1	38.34	41.52	31.67	51.86	38.09	21.48	21.24	19.22	14.03	17.82	29.55	31.47	29.01	33.16	39.62	32.04
WBGene00289497	69.44	24	33.08	40.01	42.17	47.52	35.16	51.04	32.79	21.59	27.68	16.18	20.08	20.64	31.11	44.31	29.73	33.48	42.1	37.22
WBGene00289498	93.84	60.1	84.04	76.27	58.31	58.2	44.52	45.38	28.8	21.91	27.22	27.88	18	22.35	33.15	52.95	35.4	30.06	37.72	34.88
WBGene00289499	7.14	1.61	2.05	2.85	2.39	2.52	1.78	2.39	1.72	1.47	1.26	2.76	3.91	4.22	1.47	2.36	2.02	3.33	4.22	3.14
WBGene00289500	0.11	0.13	0.08	0	0.42	0.52	0.06	0.5	0.35	0.2	0	0	0	0.1	0.11	0.09	0.11	0.3	0.33	0.08
WBGene00289501	24.21	9.33	13.11	13.79	23.47	27.73	17.14	35	28.03	6.16	6.44	4.09	4.57	4.75	6.35	11.48	7.46	17.41	22.75	23.72
WBGene00289502	42.73	13.28	23.7	22.49	32.9	37.81	24.4	52.05	36.8	8.98	10.61	8	7.86	8.15	11.5	15.73	10.65	26.58	36.19	31.85
WBGene00289503	134.28	194.32	295.87	203.66	105.02	136.77	99.18	122.42	82.56	38.44	62.72	4.97	4.85	6.1	32.26	62.44	39.18	51.93	61.24	76.23
WBGene00289505	17.69	7.13	6.72	5.96	16.62	17.39	20.1	27.2	19.09	4.15	9.66	3.82	4.06	4.14	4.28	7.68	4.08	11.69	15.07	21.23
WBGene00289506	98.52	66.91	71	70.55	147.98	148.47	130.53	341.2	255	23.59	32.91	15.72	22.98	22.74	33.44	48.45	35.65	203.96	249.93	294.58
WBGene00289507	23.01	4.29	6.41	6.08	5.33	7.54	5.26	4.74	5.01	2.45	2.9	4.07	3.79	5.58	2.17	5.22	3.48	6.48	5.36	6.07
WBGene00289508	44.87	19.67	22.21	22.43	26.41	36.81	25.24	26.09	20.72	13.32	17.96	6.38	8.27	12	12.53	20.34	12.38	16.7	22.29	21.14
WBGene00289510	61.38	38.26	52.91	47.01	56.45	65.16	47.02	84.89	64.62	19.21	23.79	32.93	28.22	28.19	31.11	40.04	29.32	51.3	72.27	63.46
WBGene00289511	447.78	334.13	468.7	379.66	282.73	314.21	281.17	358.13	224.22	186.29	196.05	109.56	133.2	149.63	198.39	285.53	202.3	191.13	246.68	248.23
WBGene00289512	17.8	4.8	6.68	8.19	9.46	11.4	7.05	5.12	4.33	2.73	4.17	5.54	4.05	5.94	5.12	7.29	4.78	7.41	11.3	11.3
WBGene00289513	127.67	126.56	190.96	138.69	101.62	133.29	109.68	175.34	102.21	68.47	75.73	31.18	37.16	38.23	62.59	96.55	55.83	79.67	110.14	115.01
WBGene00289514	0.49	1	0.77	0.58	224.15	288.89	241.22	665.29	513.62	0.28	0.99	1.17	0.6	0.72	0.12	0.2	0.87	335.63	425.68	581.81
WBGene00289515	5.26	3.34	3.84	9.69	12.37	12.15	6.92	12.59	10.27	5.96	5.79	7.04	13.89	13.55	5.41	7.83	4.34	11.64	13.64	8.21
WBGene00289517	30.47	74.58	101	58.17	5.04	4.77	4.64	3.75	3.13	2.57	3.29	8.97	10.26	9.32	5.35	5.19	3.19	3.72	5.44	4.43
WBGene00289518	1.36	2.4	4.3	5.43	1.78	0.88	2.33	1.71	2.75	1.71	3.01	1.75	1.8	0.89	3.5	7.68	5.1	2.55	3.12	4.25
WBGene00289519	70.56	45.39	44.51	40.52	44.71	53.96	47.55	47.99	31.53	21.68	36.46	16.4	16.57	20.7	16.05	39.73	19.79	17.6	26.64	38.84
WBGene00289520	74.34	54.53	56.49	48.72	64.57	70.34	66.15	100.74	67.18	25.46	36.33	11.07	16.26	19.19	19.34	33.24	20.81	35.02	46.42	49.63
WBGene00289521	60.25	49.62	43.6	51.76	22.01	40.08	25.89	34.19	25.63	8.87	19.32	4.44	7.62	6.03	6.56	17.29	10.44	11.11	19.45	31.47
WBGene00289522	29.99	20.94	25.39	20.67	45.85	45.58	41.27	108.64	64.46	6.31	7.37	5.39	6.6	7.91	9.6	14	9.38	54.86	68.05	78.24
WBGene00289523	52.51	46.1	43.64	39.52	43.26	51.86	41.16	84.23	58.31	10.48	24.46	16.49	13.81	17.46	19.43	31.55	21.2	67.37	77.5	93.68
WBGene00289524	30.99	18.22	23.35	21.34	21	24.95	18.52	23.02	19.22	8.14	11.44	8	8.17	7.63	9.91	15.82	9.76	16.07	19.1	21.22
WBGene00289525	117.07	71.79	102.91	81.08	108.16	135.19	108.55	186.91	120.96	60.69	66.42	22.41	36.09	44.16	40.15	66.11	47.06	73.08	101.21	115.88
WBGene00289526	62.85	45.1	53.46	47.49	61.34	74.88	58.22	43.57	27.11	55.82	76.89	26.93	21.17	24.12	92.83	127.51	86.7	32.81	39.08	39.97
WBGene00289527	391.88	211.52	319.05	235.16	245.47	313.15	203.94	271.77	182	131.78	139.77	100.77	107.49	103.46	145.44	218.67	143.03	152.69	201.69	189.51
WBGene00289528	13.7	1.43	5.78	3.89	11.69	8.85	7.98	16.36	13.43	2.41	2.18	1.77	1.06	1.5	3.91	5.15	3.27	14.52	23.57	17.81
WBGene00289529	9.88	6.63	9.4	7.85	13.75	14.58	11.31	23.85	19.48	2.66	3.12	2.07	2.41	2.5	3	5.81	3.53	15.47	17.99	18.79
WBGene00289530	0	0.44	0.15	0.74	28.57	30.1	29.14	118.91	77.97	0.28	0.19	0	0.09	0	0.48	1.05	0.67	49.59	82.34	66.16
WBGene00289533	595.92	526.74	641.71	503.72	242.32	313.58	261.95	275.53	195.23	153.73	200.96	50.91	128.17	146.35	130.54	284.11	148.29	174.65	191.64	291.99
WBGene00289534	19.3	12.67	13.08	9.91	14.7	13.36	14.93	23.67	14	4.27	8.04	2.67	4.94	6.25	4.11	7.11	5.5	14.52	21.87	28.62
WBGene00289535	56.27	29.78	37.01	33.39	29.84	38.15	32.93	36.79	25.47	10.2	16.77	11.66	12.4	14.44	11.7	20.96	11	16.43	22.92	26.54
WBGene00289536	32.35	15.75	20.88	16.81	12.15	15.64	10.8	18.95	12.14	4.84	5.45	3.21	2.6	4.21	4.66	5.86	4.6	8.1	10.44	13.19
WBGene00289537	15.22	2.87	4.61	4.82	19.4	26.88	17.84	7.83	5.74	25.38	28.67	0.7	1.34	1.36	34.77	45.43	30.51	5.21	4.96	5.11
WBGene00289539	117.61	115.08	169.61	126.73	147.33	179.71	131.12	134.09	82.41	106.6	129.76	8.12	8.13	8.27	92.86	159.34	96.19	72.35	99.28	101.96
WBGene00289540	43.2	23.97	37.15	30.77	28.26	32.65	25.88	31.91	23.52	13.61	19.31	6.43	8.5	9.02	17.39	26.46	16.3	15.96	21.26	20.7
WBGene00289542	77.62	38.59	59.31	54.68	37.06	39.86	28.74	53.72	32.66	28.68	27.03	19.62	16.95	17.41	29.95	41.11	35.48	34.23	38.94	41.53
WBGene00289543	32.03	20.53	24.31	22.24	24.98	29.54	21.48	29.15	19.2	13.06	19.06	6.88	7.1	9.53	15.75	25.64	17.3	16.25	21.47	23.61
WBGene00289545	12.38	10.07	12.62	8.99	10.12	12.31	10.49	16.12	9.43	7.32	7.75	4.9	6.18	5.74	8.72	12.32	7.95	9.28	10.37	11.95
WBGene00289546	49.47	17.42	21.63	20.96	16.9	23.37	19.05	19.03	13.11	7.72	12.08	5.41	5.36	7.01	9.73	17.88	9.21	14.01	16.39	17.57
WBGene00289547	0	0.22	0.29	0.29	25.86	24.87	29.24	74.67	45.91	0.42	0.37	0.71	0.55	0	0.19	0	0.19	36.02	49.44	54.33
WBGene00289548	54.95	22.71	28.85	30.13	31.35	41.64	28.54	29.48	20.33	17.21	20.09	8.62	6.14	7.45	16.44	28.54	18.23	14.35	19.24	21.16
WBGene00289549	2.41	4.1	3.81	2.99	202.9	266.66	307.47	3.28	1.33	231.65	520.37	1.03	0.93	2.11	306.13	687.62	326.33	7.32	0.83	1.67
WBGene00289550	72.67	49.36	81.89	60.58	60.07	71.87	46.06	80.66	54.14	20.63	26.42	8.13	9.1	10.47	20.46	29.49	21.22	28.63	41.37	54.19
WBGene00289551	8.1	3.79	5.43	6.26	16.99	20.4	14.61	39.63	25.61	2.86	3.06	1.36	1.97	2.43	3.85	4.76	2.84	17.93	25.8	25.91
WBGene00289552	71.71	34.5	39.8	32.8	31.77	39.38	28.97	37.64	23.8	16.87	18.37	22.58	17.77	21.59	14.11	21.67	14.1	14.63	20.08	21.89
WBGene00289553	15.52	11.2	11.87	10.79	13.73	12.61	13.4	13.69	12.43	7.75	8.45	3.39	7.22	1.97	7.2	12.1	9.21	9.84	10.63	12.1
WBGene00289554	9.57	25.11	20.63	16.32	102.29	119.29	88.72	306.03	221.5	11.17	20.24	10.09	14.07	11.99	14.98	19.64	15.34	94.33	112.73	191.06
WBGene00289555	213.69	160.03	219.76	172.94	223.05	271.34	187.71	260.47	171.55	114.77	125.98	125.59	94.28	108.33	106.15	140.97	113.74	105.88	162.55	151.81
WBGene00289556	28.89	23.61	30.16	22.88	9.49	10.96	8.72	9.69	6.93	1.85	1.46	36.77	29.43	28	2	2.58	2.33	5.85	8.63	7.93
WBGene00289557	31.01	12.07	16.57	16.87	8.75	10.64	6.94	8.1	4.79	3.87	3.4	3.39	3.54	4.82	5.5	7.96	6.37	4.28	6.17	5.11
WBGene00289558	2.28	5.37	3	2.42	5.95	3.68	5.62	10.02	6.7	1.15	0.39	0.73	0.76	0	2.34	0	0.78	10.12	11.38	12.44
WBGene00289559	14.42	7.39	7.39	9.81	11.3	16.05	9.13	18.64	12.08	4.64	3.55	3.61	2.79	1.58	6.59	7.32	8.32	14.06	18.35	19.38
WBGene00289560	0.55	0	0	0.22	0.22	0.27	0	0.78	0.46	0.1	0	0.53	0.27	0	0.14	0.44	0	0.19	0.17	0
WBGene00289561	54.27	34.43	43.57	34.86	47.46	56.78	41.49	39.6	29.48	26.6	33.89	8.77	7.77	6.87	19.43	38.35	21.1	16.25	19.6	22.53
WBGene00289562	210.46	135.39	209.78	151.78	53.88	68.22	54.11	31.19	29.05	19.26	23.81	257.44	297.58	314.95	16.62	15.64	12.46	20.75	30.81	22.49
WBGene00289563	74.1	61.69	84.44	67.47	56.72	70.73	59.05	57.21	35.82	19.51	21.9	11.15	12.42	13.69	18.76	27.25	20.83	22.07	28.91	30.57
WBGene00289564	0	0	0	0	0	0	0.51	0	0	0	0	0	0	0	0.46	0	0	0	0.56	0
WBGene00289565	10.8	4.56	3.57	3.6	2.68	2.96	3.44	2.13	1.28	1.96	3.31	1.36	1.12	1.92	1.66	2.71	1.37	1.37	1.45	2
WBGene00289566	0.96	0.42	0.76	0.77	1.51	3.03	1.1	2.95	1.33	0.64	0.74	0	0.24	0.47	0.37	0.78	0.61	1.69	1.65	1.88
WBGene00289567	38.65	17.07	18.76	18.47	27.55	35.43	25.95	18.25	11.94	16.98	23.59	15.68	13.78	14.91	21.77	38.57	22.47	11.94	14.14	17.96
WBGene00289568	739.4	986.25	779.35	717.22	138.16	223.76	161.44	101.82	105.27	17.8	40.79	334.87	486.04	638.28	12.68	47.6	20.49	42.06	58.89	111.73
WBGene00289569	0	8.95	9.94	14.22	15.19	19.29	16.11	43.47	37.57	0.4	0.54	0.51	0.26	0	0.54	0.42	0.54	32.72	39.58	33.92
WBGene00289570	0.84	9.74	17.29	16.34	58.67	60.59	48.08	139.87	95.13	0	0.57	0.54	0.7	1.38	0.29	0.68	1.15	68.47	96.64	102.8
WBGene00289571	0.07	1.21	2.28	2.85	9.3	10.64	8.68	24.53	19.04	0.26	0.56	0	0	0	0.67	0.61	0.63	19.79	25.2	22.81
WBGene00289572	0	10.76	7.22	10.2	5.01	7.08	6.76	17.22	12.09	1.03	1.4	0	0	0	0.94	2.21	0.93	11.53	23.38	27.07
WBGene00289573	0	1.59	2.56	2.59	8.47	12.57	8.93	24.47	14.61	0	0	0	0	0	0	0	0	19.73	19.58	18.13
WBGene00289574	0	0	0	0.57	13.94	6.2	6.48	18.78	13.73	0	0	0	0	0	0	0	0	9.98	10.22	23.86
WBGene00289575	0.2	2.5	1.44	2.9	17.74	18.8	17.04	47.84	37.8	0	0.1	0	0	0	0	0.16	0	32.34	36.35	43.2
WBGene00289576	0	9.11	11.59	9.1	30.63	30.77	31.54	81.38	52.1	0	0	0	0	0	0	0	0	43.42	66.09	85.1
WBGene00289577	0.56	0.33	0.66	0.45	0.88	1.35	1.11	1.58	1.08	0.11	0.14	0.27	0.42	0	0.43	1.13	0.57	1.37	2.44	2.83
WBGene00289578	0	0	0	0.28	12.54	14.83	9.71	32.46	23.98	0.13	0	0	0	0	0	0	0	16.84	21.71	32.82
WBGene00289580	3.42	1.34	0.9	4.24	16.07	18.02	15.79	42.24	22.83	0.86	0.78	4.77	3.59	2.62	2.15	2.45	1.36	29.04	34.37	30.21
WBGene00289581	12.85	3.42	4.92	3.97	7.47	9.64	5.9	11.34	8.92	1.25	2.76	5.61	4.74	5.71	4.69	5.68	5.08	9.89	9.06	9.06
WBGene00289582	7.1	2.53	4.42	3.61	6.07	5.63	3.31	8.52	5.94	2.03	2.2	1.66	1.28	2.33	3.43	3.3	1.98	5.59	7.26	6.04
WBGene00289584	31.2	17.16	21.12	16.92	14.32	19.04	17.58	23.41	14.64	7.62	10.4	8	7.2	10.86	12.14	18.76	10.48	16.94	17.98	19.9
WBGene00289585	14.33	5.6	6.44	5.9	10.88	12.28	9.88	22.9	16.39	1.08	0.62	3.21	4.88	5.05	1.01	1.22	1.46	12.28	20.44	17.65
WBGene00289586	60.48	27.51	28.34	22.74	9.52	12.45	11.38	12.99	7.6	7.8	9.61	0.45	0.23	0.34	5.82	11.58	6.44	5.65	5.4	9.75
WBGene00289587	44.02	38.25	50.04	42.32	53.2	70.93	53.93	32.87	25.2	39.9	65.39	8.51	8.94	14.99	30.46	62.1	30.47	13.39	17.53	27.76
WBGene00289589	0.48	0.28	0.38	0.38	1.86	0.46	0.54	1.79	0.79	1.26	0.49	0.46	0.47	0.47	1.22	3.07	1.46	1	1.49	1.11
WBGene00289590	53.5	26.92	28.2	26.42	17.54	22.68	17.98	23.69	16.65	6.83	11.01	10.78	8.32	10.64	10.14	16.04	7.97	10.17	12.9	17.19
WBGene00289591	60.78	47.11	64.95	49.71	60.07	75.4	48.61	62.99	48.09	33.8	43.21	17.76	14.45	17.92	47.64	65.14	48.81	36.21	55.99	49.89
WBGene00289592	1.79	2.02	2.17	2.74	1.94	3.73	2.43	1.68	0.83	3.79	4.35	0.4	0.55	0.68	8.05	10.3	7.44	1.54	2.06	1.18
WBGene00289593	66.01	24.09	31.11	33.48	29.02	34.12	23.75	43.46	25.99	11.73	13.11	14.27	13.65	16.57	18.9	21.08	18.26	40.15	40.9	37.97
WBGene00289594	33.94	18.04	24.51	24.82	20.85	26.75	18.29	28.11	19.68	9.04	13.74	9.75	10.72	10.48	15.7	20.48	14.34	21.69	26.29	24.69
WBGene00289595	119.93	60.28	75.76	76.68	94.01	116.61	93.23	137.87	91.28	29.87	47.86	22.31	27.91	30.88	35.18	53.57	36.76	58.87	70.08	88.35
WBGene00289596	38.26	27.12	36.67	30.54	35.28	44.48	34.9	44.64	30.22	10.07	12.45	14.11	16.15	18.07	7.96	13.08	7.46	18.62	27.09	28.31
WBGene00289598	37.84	15.61	18.5	21.74	47.58	51.98	42.51	115.55	83.45	8.28	10.69	8.1	8.72	7.83	13.77	18.4	11.72	52.58	63.29	74.93
WBGene00289599	56.4	32.1	51.99	48.05	51.84	55.76	39.99	37.21	25.88	45.17	48.95	11.74	13.15	12.08	48.69	61.46	48.27	23.96	30.01	26.64
WBGene00289600	156.81	109.14	177	117.13	154.73	198.39	148.82	131.01	92.22	64.26	73.49	33.88	34.74	42.2	59.1	91.65	68.54	73.61	98.87	95.4
WBGene00289602	76.03	56.89	74.88	55.34	53.79	65.59	52.89	52.53	35.07	34.26	39.9	13.75	14.44	17.12	39.32	58.16	40.35	36.86	51.29	48.5
WBGene00289603	64.89	40.86	53.59	45.57	28.62	35.91	29.51	36.8	23.67	13.05	18.11	16.57	15.88	17.52	14.17	21.51	15.84	17.12	21.68	22.31
WBGene00289604	39.98	22.77	37.2	37.56	31.47	33.16	26.72	39.1	25.05	13.54	21.88	14.64	11.95	12.8	17.59	24	15.64	23.56	31.03	22.72
WBGene00289605	160.07	129.43	183.23	148.95	86.87	107.7	90.31	80.99	59.57	56.87	78.31	60.75	74.46	86.74	52.91	88.31	57.76	46.31	56.98	58.63
WBGene00289606	5.23	2.57	3.45	3.48	3.08	3.8	3.48	5.34	2.89	1.98	1.34	0.42	1.08	1.29	1.34	1.76	1.78	3.98	4.63	5.44
WBGene00289607	0	0	0	0.21	0	0	0.15	0.25	0.15	0.2	0.13	0	0.13	0	0.41	0	0.13	0.19	0.16	0
WBGene00289608	95.57	67.89	94.98	77.3	69.39	87.36	63.3	75.82	54.22	60.78	65.04	19.56	23.01	24.37	63.24	95.68	64.16	44.12	56.52	59.76
WBGene00289609	24.23	10.74	12.72	10.48	13.45	14.41	13.65	21.2	13.59	5.13	7.61	5.66	5.06	5.04	6.64	10.8	7.22	10.11	12.52	13.34
WBGene00289610	40.2	18.47	22.4	19.6	24.83	27.64	24.02	23.63	16.19	14.73	18.4	10.37	9.98	11.06	20.76	29.86	20.32	17.72	22.15	20.92
