gene_id	ERR279692	ERR279673	ERR279674	ERR279675	ERR279676	ERR279677	ERR279678	ERR279679	ERR279680	ERR279681	ERR279682	ERR279683	ERR279685	ERR279684	ERR279686	ERR279687	ERR279688	ERR279689	ERR279690	ERR279691
WBGene00289194	19.25	10.96	16.07	13.95	13.23	16.18	10.23	17.54	12.52	7.83	7.78	1.9	3.16	4.86	6.9	10.11	6.98	11.22	10.47	12.24
WBGene00289195	28.21	13.56	16.63	18.21	21.95	27	19.57	28.02	19.63	12.69	13.52	5.48	6.76	7.13	15.62	23.07	15.22	20.9	25.46	25.63
WBGene00289197	72.48	35.41	41.43	42.02	31.57	43.29	35.47	14.01	10.88	33.16	42.53	0.23	0.24	0.58	27.24	51.24	27.02	6.42	5.79	7.88
WBGene00289198	36.58	36.3	47.43	44.2	42.11	64.84	45.07	14.3	9.09	43.69	57.98	0	0.33	0.32	37.1	81.83	39.24	10.87	10.7	17.74
WBGene00289199	2.79	5.66	6.37	5.2	3.4	5.41	3.71	2.05	2.22	1.99	3.17	0	0	0	3.66	8.24	5.23	2.18	2.52	1.45
WBGene00289200	4.9	4.17	6.03	0.87	5.13	7.92	4.97	2.06	1.5	5.35	5.85	0	0	0	6.72	8.78	5.85	0.76	1.7	2.55
WBGene00289201	32.48	20.1	23.14	23.36	26.43	25.96	19.49	33.97	24.42	9.28	10.33	11.88	8.69	10.47	12.37	17.14	12.68	21.58	29.65	26.62
WBGene00289202	41.57	30.14	50.36	42.22	32.7	40.64	27.42	46.65	32.18	23.21	17.49	12.75	10.38	12.54	19.57	30.38	19.53	23.95	33.26	33.01
WBGene00289203	3.1	5.4	3.73	5.92	8.25	8.63	5.46	6.49	4.54	4.18	7.52	8.08	9.86	9.56	7	11.31	6.62	6.06	6.99	7.15
WBGene00289204	31.07	15.71	19.87	19.8	25.01	28.94	21.42	34.47	24.2	7.52	13.13	7.68	8.07	8.52	12.15	17.12	10.58	16.52	21.94	22.32
WBGene00289205	53.83	26.04	49.01	34.9	45.68	54.59	38.54	59.53	42.63	18.37	22.36	9.46	8.04	8.91	15.33	30.23	18.3	32.05	42.35	39.98
WBGene00289207	16.46	3.66	4.91	8.68	30.32	41.85	28.85	15.53	10.97	33.84	36.62	2.85	3.09	4.28	34.89	54.96	35.72	14.83	17.75	13.94
WBGene00289208	0.18	0.42	0.98	0.14	150.73	166.88	143.11	464.44	320.71	0.93	0.27	0	0.18	0.17	1.18	0.71	0.63	148.82	223.78	233.77
WBGene00289210	3.19	5.94	6.31	7.04	14.95	16.7	12.11	30.59	23.14	5.55	6.1	1.95	1.25	1.66	9.72	14.02	11.64	20.52	21.36	23.73
WBGene00289211	1.33	2.85	4.08	4.66	5.75	6.22	3.32	4.4	3.26	4.4	5.71	0.32	0.37	0.25	6	8.26	5.79	4.44	4.11	3.38
WBGene00289212	0	0.48	0	0.65	0	0.79	0.47	0.39	0	0.46	0.63	0	0	0	0.21	0.66	0.63	0.57	0.77	0.32
WBGene00289214	0.38	11.22	18.1	14.78	9.64	11.02	8.1	2.1	1.57	7.98	9.98	0.07	0.11	0.08	12.52	15.73	10.8	1.78	2.21	1.62
WBGene00289216	132.84	96.79	109.96	91.75	55.76	76.06	46.36	60	39.07	40.2	36.71	41.42	36.66	43.45	41.42	59.53	41.91	36.91	49.32	54.25
WBGene00289219	10.37	12.92	14.76	17.03	11.85	12.64	7.77	6.15	4.74	8.95	10.76	1.43	1.18	1.17	14.32	18.39	13.18	4.16	7.4	4.16
WBGene00289220	117.99	80.5	105.67	92.9	90.34	104.21	79.83	102.67	66.65	42.57	51.47	79.45	74.61	85.41	42.49	65.39	46.37	60.73	77.94	77.7
WBGene00289221	26.89	19.83	30.31	27.62	22.17	23.11	17.58	21.83	14.58	9.36	11.72	50.18	55.25	72.75	9.61	13.19	7.77	12.8	14.45	12.77
WBGene00289222	34.04	24.29	31.68	30.38	26	27.85	21.98	63.82	47.81	8.57	12.14	10.83	11.08	10.68	11.15	14.11	9.92	31	38.35	40.62
WBGene00289223	57.14	37.98	45.69	37.35	39.55	39.5	33.17	26.44	18.68	30.45	38.38	10.01	9.66	11.68	34.25	54.23	30.63	18.46	25.99	21.2
WBGene00289224	113.99	41.43	51.03	49.42	43.49	52.43	38.43	47.82	33.18	14.11	18.72	29.8	28.36	33.95	17.14	29.82	16.65	31.17	36.62	37.5
WBGene00289225	477.18	344.36	417.68	345.94	184.78	219.66	162.77	180.61	133.15	87.15	115.06	86.76	110.99	117.06	101.97	164.16	107.95	112.18	157.64	160.2
WBGene00289226	33.29	16.58	25.89	23.01	91.64	109.36	93.52	182.23	132.06	37.4	49.69	6.41	11.18	11.99	41.94	66.86	41	83.29	119.15	122.35
WBGene00289229	8.62	6.55	8.92	8.21	7.1	8.73	7.13	13.74	10.21	1.99	2.67	1.88	1.63	1.86	2.31	3.45	1.42	4.1	7.01	7.76
WBGene00289230	3.01	2.22	2.61	2.13	2.72	3.14	2.21	3.55	2.59	1.42	1.66	1.4	1.12	1.37	1.9	2.33	1.72	2.03	3.54	2.85
WBGene00289235	18.94	12.17	10.55	10.31	3.04	4.17	2.82	2.03	0.71	0.73	0.44	4.58	2.57	3.81	0.77	1.39	1.21	1.21	0.67	2.18
WBGene00289236	13.84	2.4	8.37	3.9	1.28	0.79	2.78	3.07	0.45	1.23	3.33	3.15	4.05	1.6	0	0.66	0.42	0.57	0	0
WBGene00289237	16.82	7.06	7.4	5.79	2.72	2.85	3	2.28	1.57	0.64	0.38	7.52	7.38	10.77	0.16	0.08	0.16	0.59	0.79	1.64
WBGene00289239	18.31	16.25	22.61	20.03	36.97	49.59	32.3	79.02	31.28	19.23	23.61	14.07	7.86	9.39	30.82	44.29	28.72	45.25	44.02	47.17
WBGene00289240	24.21	9.13	13.41	12.74	52.04	58.01	40.82	109.91	91.57	5.41	6.22	11.05	7.76	9.29	7.46	12.14	8.2	70.52	83.43	87.6
WBGene00289242	29.85	31.89	38.35	46.41	27.51	33.64	28.39	49.14	30.09	11.51	10.22	23.48	23.82	20.14	14.86	16.93	13.05	33.05	44.97	42.42
WBGene00289243	0.61	0.36	0	1.94	0.95	1.18	0.35	0.57	1.01	0.69	0.31	0.59	0	1.8	0.94	1.96	0.93	2.14	2.28	2.37
WBGene00289244	179.86	190.75	235.05	249.96	175.32	212.69	188.24	242.14	170.7	61.06	117.48	44.6	43.58	54.14	76.89	144.99	81.91	119.69	188.86	174.86
WBGene00289245	2.12	1.94	3.19	4.4	141.1	146.3	114.89	382.93	263.08	1.92	1.84	3.08	2.64	3.03	3	3.85	3.41	141.96	182.46	195.61
WBGene00289247	27.41	12.7	19.94	17.36	36.32	41.28	32.3	59.05	43.56	16.72	18.69	5.16	6.05	4.82	23.62	33.82	22.95	44.62	51.2	50.81
WBGene00289248	14.86	6.79	9.05	11.2	10.03	11.37	8.98	20.74	14.93	1.36	1.9	0.23	0.53	0.55	3.48	4.66	2.85	19.05	23.41	20.37
WBGene00289249	80.75	63.24	86.58	81.5	77.08	86.41	67.83	112.64	76.77	34.67	41.68	31.69	35.55	39.82	40.99	55.78	41.27	61.87	90.11	80.93
WBGene00289250	17.6	12.69	23.55	17.39	43.6	49.38	30.5	60.01	43.93	22.21	21.59	13.45	11.02	11.27	13.16	22.82	15.66	23.75	35.51	30.82
WBGene00289252	0.5	0.3	0.4	0.8	1.58	5.85	4.01	0.47	1.94	8.93	8.75	0	1	0.5	4.91	11.76	8.22	1.06	0.31	0.78
WBGene00289253	28.39	3.51	4.94	3.93	3.71	4.13	2.8	6.34	4.23	1.25	1.26	5.22	4.9	3.82	0.88	1.3	1.21	4.78	5.97	4.28
WBGene00289255	0	0	0	0	1.57	0.24	0.71	0.71	1.24	0	0	0	0	0.25	0	0.4	0	1.4	0.94	1.17
WBGene00289256	10.89	5.18	7.62	9.14	189.41	211.59	146.03	470.01	510.78	9.01	8.57	4.99	4.51	4.67	12.49	15.08	11.63	189.39	286.64	257.14
WBGene00289257	10.58	5.54	6.97	8.91	12.89	14.8	12.39	23.27	15.56	9.1	13.22	3.41	6.43	3.47	22.95	21.79	14.41	14.84	22.01	16.04
WBGene00289258	4943.34	4213.19	6303.87	5371.73	1906.14	2162.63	1705.17	1254.62	1038.91	394.39	508.55	7847.43	8584.15	8466.79	349.29	480.02	332.21	735.14	1231.03	878.27
WBGene00289259	2.26	0.38	1.02	0.26	0.25	0.63	0.37	1.22	1.78	0.49	0.83	0.31	0.64	0	0.33	2.61	0.33	0.91	1.62	0.5
WBGene00289260	0.16	0	0	0.13	1.16	2.07	1.4	0.15	0	1.49	1.59	0	0.16	0	3.12	1.85	3.18	0.12	0.1	0.13
WBGene00289261	95.63	59.97	93.55	69.15	62.32	90.31	60.26	101.33	74.38	31.23	38.07	31	36.76	36.19	24.58	43.23	29.9	41.85	56.44	60.86
WBGene00289263	0	0	0	0	0.2	0	0	0	0.14	0	0	0	0	0	0.07	0	0	0.18	0.32	0.2
WBGene00289267	32.72	16.38	21.72	19.29	17.99	23.54	16.68	26.66	17.31	6.61	10.1	3.61	3.94	4.34	8.11	12.95	7.85	10.51	14.3	14.63
WBGene00289269	166.36	81.23	103.5	88.35	107.32	131.71	149.11	38.04	24.22	111.54	189.03	72.85	78.18	78.46	132.65	266.23	131.58	29.48	38.03	36.67
WBGene00289270	29.4	10.33	10.19	14	8.49	12.5	7.05	14.59	9.67	2.92	6.33	14.96	9.75	11.68	5.3	7.9	3.69	12.31	9.98	11.67
WBGene00289271	148.74	214.13	164.65	165.43	81.42	100.17	107.45	60.39	59.25	24.18	76.59	25.84	34.12	43.2	39.92	94.7	44.06	43.88	61.4	87.33
WBGene00289273	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00289274	0.36	0.42	0.56	0.85	0	0	0	0.67	0.2	0.4	0.18	0.34	0	0.35	1.65	0.86	0.18	1.25	0.22	0
WBGene00289275	11.68	5.39	6.2	5.76	5.81	6.96	5.89	5.88	4.45	3.31	4.16	1.87	1.71	2.13	3.34	4.94	2.85	3.64	4.57	4.27
WBGene00289276	59.81	61.31	70.03	69.42	39.28	57.02	41.08	49.39	29.96	15.38	32.74	10.63	12.22	14.01	20.27	33.88	17.18	18.38	26.85	31.53
WBGene00289277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00289279	27.37	10.47	16.92	13.97	15.08	18.71	13.62	18.74	12.15	6.35	8.77	7.05	5.56	6.5	6.71	9.97	6.43	9.02	13.88	13.28
WBGene00289280	137.94	87.37	125.17	91.36	90.03	103.15	83.15	119.5	78.85	43.14	53.69	40.91	44.22	48.31	27.79	57.48	29.27	40.93	56.35	68.12
WBGene00289282	25.19	26.51	41.79	30	21.15	26.15	18.51	23.89	16.86	9.17	15.07	0.73	0.99	1.02	7.93	18.14	11.11	13.82	18.83	22.77
WBGene00289283	88.55	40.1	58.07	38.2	13.64	18.35	17.35	14.72	8.75	4.35	5.1	33.16	27.76	35.79	3.55	6.19	3.4	7.9	8.31	12.78
WBGene00289284	2.2	3.46	2.32	2.35	866.95	973.63	799.44	2494.48	1769.03	0.83	1.31	1.07	1.1	1.81	1.32	0.59	0.94	741.71	1113.57	1238.77
WBGene00289287	1.01	0.24	0.48	0.96	0.32	0.97	0.57	1.71	0.67	0.46	0.82	0	0.4	0.2	0.72	1.95	0.72	0.71	0.75	0.63
WBGene00289289	62.44	31.03	34.56	30.42	42.17	55.08	43.88	57.08	45.49	12.58	18.75	13.93	11.55	13.4	14.57	23.1	14.56	25.84	40.29	49.47
WBGene00289292	22.29	8.21	14.87	13.9	8.74	13.5	13.1	8.54	8.84	4.47	10.69	2.69	1.39	4.12	7.88	16.84	14.95	17.11	9.57	13.04
WBGene00289293	55.16	24.43	31.65	29.3	56.69	69.38	51.97	111.9	72.73	12.41	15.4	7.28	8.86	10.27	10.46	21.07	11.21	34.9	47.11	63.88
WBGene00289294	215.61	94.59	135.09	106.32	98.02	105.93	80.52	107.26	73.29	47.02	45.59	31.98	40.22	57.3	33.82	60.17	39.23	37.49	52.69	59.75
WBGene00289295	20.2	5.02	6.74	6.9	8.62	9.68	8.06	11.86	7.99	4.79	4.19	7.27	5.64	5.64	5.31	10.31	6.37	12.29	11.64	13.84
WBGene00289296	0.55	0.38	0.65	0.29	44.44	47.46	37.07	103.21	83.64	0.45	0.94	0.09	0.09	0.09	0.66	0.96	0.75	38.56	55.89	53.91
WBGene00289297	2.6	0.44	0	0	0	1.44	0.42	2.1	1.23	0.42	0.38	0	0.18	1.46	0.76	1.5	0.57	3.39	2.09	2.61
WBGene00289298	0.46	0.55	0.73	0.49	41.72	41.71	33.05	123.81	84.94	0.52	0.47	0.89	0.92	0.46	1.03	0.62	0.79	46.34	68.59	65.95
WBGene00289299	129.5	106.01	146.31	114.46	110.04	153.69	113.24	114.52	77.04	49.68	83.22	27.95	26.71	33.82	32.32	66.11	37.98	39.25	54.27	66.48
WBGene00289300	5.2	9.72	7.49	8.05	649.91	1003.5	786.14	7.21	4.72	704.59	1222.22	1.48	4.11	3.61	873.5	1316.74	879.75	20.38	5.54	4.77
WBGene00289301	137.35	100.86	164.81	110.17	73.28	90.38	69.8	71.45	49.5	35.97	54.95	23.56	33.73	40.79	35.99	70.71	38.49	32.49	48.14	51.16
WBGene00289302	0	0.52	1.15	0.9	47.61	56.99	43.78	147.61	105.72	0.03	0.04	0.16	0.12	0.24	0.04	0.26	0.04	68.8	76.73	85.38
WBGene00289303	21.55	11.3	12.11	13.78	14.02	14.35	12.51	23.3	15.15	7.08	11.34	5.44	5.1	4.93	9.88	14.48	8.67	11.5	13.05	13.45
WBGene00289306	29.14	14.8	18.52	17.89	23.76	26.1	21.34	33.02	22.1	10.07	11.67	4.82	5.25	5.72	10.29	15.8	10.29	16.31	21.65	22.91
WBGene00289308	13.74	3.83	4.99	2.96	1.16	2.34	1.48	0.18	0.41	1.54	1.42	0	0	0	0.76	1.65	0.57	0.65	0.23	0.43
WBGene00289310	31.07	15.41	19.43	18.98	16.41	19	15.17	19.43	12.64	8.85	11.42	9.09	9	10.05	10.93	16.82	12.42	14.55	16.67	15.25
WBGene00289311	30.96	11.03	16.66	16.23	33.4	36.25	25.35	27.9	19.82	23.42	24.97	7.95	7.22	8.6	21.93	29.79	20.37	12.87	20.54	18
WBGene00289312	27.37	18.34	28.8	23.8	18.2	21.58	19.25	21.72	15.2	12.19	17.86	6.93	7.79	8.92	16.2	24.19	16.49	14.7	16.5	20.47
WBGene00289313	29.48	34.97	43.96	35.7	30.76	38.42	28.96	14.76	10.21	50.44	50.27	60.15	66.41	64.16	72.79	85.87	78.18	14.27	16.38	13.56
WBGene00289314	81.72	53.96	74.2	53.51	54.92	67.75	47.38	64.72	37.51	35.86	43.18	28.39	30.41	34.73	33.15	56.09	35.81	30.47	37.68	39.6
WBGene00289315	108.69	28.41	44.11	31.43	28.7	29.85	23.02	20.83	12.67	6.91	6.47	0	0.29	0.43	6.87	10.54	7.8	7.65	10.89	13.6
WBGene00289316	26.31	19.13	18.78	17.64	18.74	24.92	16.88	14.18	11.45	16.92	15.46	7.71	6.13	6.66	19.32	25.7	20.21	8.86	12.11	12.9
WBGene00289317	35.96	26.32	30.81	27.75	47.3	54.98	48.36	27.96	17.77	39.04	51.49	18.77	19.09	22.38	65.29	81.64	61.21	14.68	21.24	22.66
WBGene00289318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00289319	0	0.07	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00289323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00289324	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0	0
WBGene00289325	1.07	0.07	0	0.28	0.09	0.35	0.14	0.34	0.72	0.04	0.06	0.11	0.18	0.35	0	0	0.12	0.08	0.3	0.09
WBGene00289326	1.04	0.41	1.37	1.38	2.72	3.69	3.75	3.59	4.21	0.39	0.18	0.67	1.72	1.02	0.71	0.56	0	8.27	6.49	12.16
WBGene00289328	4.12	3.43	2.71	2.19	0.81	0	0.78	0.32	0	0.39	0	1.33	1.54	0.34	0	0	0	0	0	0.54
WBGene00289330	10.94	7.43	10.87	7.44	6.1	5.79	4.64	8.87	6.86	2.66	2.75	10.41	8.17	7.79	4.16	4.81	3.37	6.63	8.25	6.99
WBGene00289331	0.46	0.18	0.12	0.37	0	0	0	0.15	0	0.12	0.24	0	0.08	0	0	0	0	0	0	0
WBGene00289332	7.76	3.96	7.2	8	8.29	10.78	6.41	7.2	5.8	4.96	5.38	2.36	2.22	1.62	3.46	6.21	4.87	4.55	5.46	4.86
WBGene00289333	7.09	93.48	99.15	100.68	25.3	29.78	35.9	21.04	14.06	2.64	8.99	89.74	94.35	95.55	4.39	7.13	4.57	11.25	12.45	12.59
WBGene00289334	5.67	1.53	1.21	1.98	2.31	2.29	1.55	2.89	1.37	0.49	0.3	1.94	2.06	2.67	1.15	2	1.21	2.9	3.47	3.04
WBGene00289335	75.35	61.61	111.44	81.06	63.68	85.62	54.39	77.19	53.9	39.04	38.54	19.64	24.15	29.4	21.51	36.67	27.19	30.79	41.6	38.51
WBGene00289339	30.29	12.43	14.97	16.56	26.86	31.59	20.96	35.18	27.84	8.27	14.27	5.17	3.85	5.05	9.1	14.04	7.98	16.54	21.58	20.36
WBGene00289340	23.95	8.37	17.51	13.93	7.55	7	5.21	5.79	3.79	3.59	2.83	4.42	5.63	7.11	4.83	4.85	3.2	3.38	4.96	3.85
WBGene00289341	43.64	26.49	29.51	29.09	33	36.14	28.67	35.17	22.98	15.29	22.36	14.94	12.6	12.78	17.75	27.74	19.12	15.67	18.56	24.55
WBGene00289342	0.3	0	0	0.71	16.7	25.81	13.99	51.35	34.28	0.67	0.15	0	0.29	0.29	0	0.48	0	24.71	25.87	33.01
WBGene00289343	0	0	0	0.31	0	0	0	0	0.21	0	0.2	0	0	0	0	0.31	0	0	0.24	0.3
WBGene00289344	4.89	4.23	5.32	5.45	2.17	2.77	1.89	1.65	1.02	1.32	1.41	2.58	3.26	3.99	1.47	1.56	1.32	1.81	2.07	1.8
WBGene00289345	4.11	2.08	1.39	7.04	7.37	6.26	4.02	19.95	12.32	1.33	1.5	0.57	0.29	0.58	0.91	0.95	1.8	10.31	11.74	10.08
WBGene00289347	86.22	59.18	86.22	65.96	103.74	138.03	90.46	97.17	71.04	46.65	58.68	54.01	48.72	56.6	38.25	63.53	40.57	32.54	51.31	48.55
WBGene00289348	46.77	22.87	25.05	27.47	5.4	8.38	5.48	5.58	3.16	0.7	1.13	6.4	4.65	5.91	1.81	3.06	1.67	4.27	5.68	4.54
WBGene00289349	1	3.83	5.54	4	38.25	43.89	34.36	101.01	79.11	2.36	1.92	0.48	0.87	1.72	0.64	0.61	0.77	51.99	74.07	77.9
WBGene00289353	7.04	0.77	2.48	4.58	6.95	4.8	2.68	2.71	1.01	7.09	4.27	0.5	0.52	0.26	6.71	6.52	5.47	2.56	1.95	1.83
WBGene00289356	64.49	29.52	34.95	32.06	30.23	35.82	25.48	30.44	19.58	9.89	11.42	10.86	9.03	13.27	9.86	14.95	10.43	13.33	16.87	19.72
WBGene00289357	0	0	0.22	0.11	49.29	52.65	46.98	134.72	98.06	0.52	0.14	0.13	0.07	0	0.07	0.78	0.07	51.77	80	88.32
WBGene00289358	26.77	12.58	15.92	15.46	16.86	22.53	19.59	27.42	18.07	7.95	10.06	4.64	3.89	4.93	7.72	12.56	8.54	10.61	14.01	14.87
WBGene00289359	0	0.57	0.19	0.39	105.17	109.68	83.04	249.42	206.75	0	0.25	0	0.12	0	0.12	0.19	0	101.11	136.98	138.37
WBGene00289360	40.45	26.51	43.61	36.99	34.24	38.06	28.91	30.24	21.67	23.83	28.13	20.91	21.22	27.96	25.56	37.94	28.19	20.03	22.05	18.71
WBGene00289362	33.31	10.03	10.2	12.99	18.77	20.55	17.3	18.61	13.49	11.15	15.63	7.26	8.37	8.43	14.65	23.08	13.83	12.49	14.83	14.48
WBGene00289363	0	0.39	0	1.06	0	0	0.75	1.25	0.37	0	0.34	0	0	0	0	0	0	1.39	0	1.55
WBGene00289365	566.21	304.06	497.22	345.89	241.35	307.33	215.9	143.55	99.2	151.73	200.1	70.69	110.58	126.04	147.99	213.12	153.5	97.06	112.45	124.23
WBGene00289366	46.37	29.36	38.61	36	38.21	44.53	37.97	74.35	45.65	18.66	23.5	10.82	13.12	15.44	18.87	30.89	19.93	36.17	43.2	48.22
WBGene00289367	3.59	2.38	2.27	3.26	1.39	2.02	1.21	1.53	1.17	1.4	0.89	1.24	1.66	1.49	1.57	2.07	1.66	1.46	1.94	1.39
WBGene00289368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00289370	29.92	13.24	14.39	14.86	7.67	6.68	7.39	8.97	4.56	1.87	3.24	7.6	6.11	10.73	1.42	3.78	1.55	3.1	3.79	6.02
WBGene00289371	66.27	43.97	60.62	47.35	40.34	50.3	39.37	36.07	25.77	24.69	31.5	22.92	23.77	27.68	20.52	34.17	23.6	17.57	21.41	26.75
WBGene00289372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00289373	26.97	17.62	24.28	20.81	37.8	41.85	32.99	67.26	47.46	14.62	15.58	0.74	0.52	0.72	14.1	19.77	12.66	33.79	46.5	42.72
WBGene00289374	7.71	3.95	4.74	5.47	13.87	12.87	12.36	7	5.2	10.89	13.29	0.55	1.21	1.83	14.75	20.94	12.62	5.21	6.06	6.35
WBGene00289375	22.76	14.82	13.96	18.24	3.66	4.99	4.03	6.35	4.19	1.49	1.67	0.56	0.98	1.09	1.09	1.59	1.18	2.03	3.28	4.43
WBGene00289376	12.46	6.88	7.77	8.16	11.9	14.43	11.37	19.55	14.07	4.92	5.97	3.2	2.76	3.26	4.3	5.8	4.33	7.31	10.51	12.15
WBGene00289377	226.14	223.32	410.31	310.04	210.25	301.37	207.09	203.31	122.12	51.49	105.52	14.04	24.8	29.91	52.78	99.92	58.79	67.42	66.59	113.97
WBGene00289378	4.98	1.26	3.37	1.7	3.9	5.51	9.32	1.34	1.57	10.21	11.64	4.81	4.25	4.2	5.48	8.03	8	2.99	2.66	1.66
WBGene00289379	1.04	0.31	0	0.21	36.87	46.09	46.2	0.98	0.43	62.12	82.53	0	0.26	0.51	84.29	139.3	73.44	2.19	0.81	0.61
WBGene00289380	5.42	3.15	3.4	2.8	17.99	20.78	17.08	21.35	14.25	12.61	16.88	1.08	0.83	0.71	16.88	26.73	15.07	9.29	12.1	11.38
WBGene00289381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0.66	0	0.57	0	0
WBGene00289382	26.48	17.46	28.57	20.53	26.61	29.47	21.46	33.54	27.96	10.65	12.86	8.6	5.99	8	9.93	17.73	8.6	15.9	22.81	22.15
WBGene00289384	1.24	1.59	2.79	1.16	0.49	1.41	0.47	0.59	0.91	0.63	0.32	0.8	0.1	0.41	0.53	1	0.85	0	0.65	0.49
WBGene00289385	0.15	0	0.12	0	7	8.66	7.09	0.14	0	17.53	15.88	0	0	0.14	18.29	23.26	15.94	0.62	0	0
WBGene00289386	1.51	0	0.2	0.4	3.17	4.4	2.16	2.86	4.18	1.33	0.52	0	0	0	2.47	1.83	1.55	3.37	3.31	5.71
WBGene00289388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00289393	0	0	0	0	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00289394	0	0.21	0	0	0	0.34	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0
WBGene00289395	5.54	2.03	2.65	2.09	5.25	7.8	6.02	10.55	7.27	1.34	3.1	1.01	0.73	1.54	1.29	2.95	1.92	1.84	4.51	4.24
WBGene00289396	226.63	137.13	229.71	163.6	144.76	178.16	114.69	154.52	94.75	69.74	79.91	76.49	62.61	76.79	53.11	85.55	56.68	63.62	94.59	91.15
WBGene00289397	111.1	124.15	143.1	142.13	33.45	39.22	28.3	31.57	26.38	6.11	9.97	123.42	112.38	125.34	7.19	10.08	6.02	24.27	29.64	22.96
WBGene00289398	53.87	37.25	54.32	41.37	32.47	38.66	27.88	44.7	25.39	15.13	16.22	18.96	20.44	25.35	15.42	23.5	15.07	22.25	32.36	28.2
WBGene00289399	99.03	75.4	99.9	76.02	67.12	85.72	56.37	80.66	58.68	29.43	35.51	31.08	25.69	29.09	24.01	41.88	25.41	35.78	51.01	59.78
WBGene00289400	40.84	9.18	12.33	10.67	21.53	25.9	15.65	24.51	16.8	7.85	8.35	3.59	9.6	8.04	9.16	17.36	12.14	19.8	29.21	25.49
WBGene00289401	54.1	18.28	26.3	23.2	32.26	34.32	28.63	47.22	34.25	9.71	11.09	8.21	9.94	9.96	12.56	19.35	12.01	24.01	30.15	34.52
WBGene00289402	16.65	8.65	11.34	9.94	7.13	8.68	6.78	6.8	4.63	3.2	4.62	2.37	2.89	3.31	4.42	7.22	4.51	4.76	6.82	6.55
WBGene00289403	8.87	16.66	15.86	15	6.95	7.57	7.58	7.37	5.59	2.79	2.48	8.57	7.35	9.15	3.26	3.74	1.83	3.85	5.41	5.6
WBGene00289404	19.87	10.53	9.43	13.48	6.23	5.78	6.79	3.75	3.29	3.38	3.05	8.65	19.77	20.55	4.09	4	4.57	2.09	6.21	6.98
WBGene00289405	96.03	36.39	40.19	41.27	24.93	31.89	23.38	22.27	14.01	9.49	14.65	18.77	14.83	17.96	12.03	20.12	11.35	10.75	13.54	16.97
WBGene00289407	76.84	33.56	40.76	37.31	43.01	49.22	39.07	67.28	45.45	12.02	18.12	13.21	12.63	12.6	14.81	23.54	13.88	25.71	35	41.46
WBGene00289408	40.34	3.27	6.78	5.23	11.07	16.13	12.35	11.89	10.01	4	7.74	12.19	11.29	10.43	9.33	24.39	8.76	16.63	21.41	25.96
WBGene00289409	14.08	3.73	1.95	2.81	1.93	3.07	1.4	2.32	1.75	0.66	1.08	1.36	1.58	1.04	0.72	2.55	1.08	2.47	1.32	1.92
WBGene00289410	41.2	16.71	17.05	21.52	29.98	33.49	32.33	27.24	14.5	9.13	14.74	13.55	11.6	13.36	13.27	21.04	11.45	11.03	15.91	15.5
WBGene00289411	33.74	16.9	11.29	11.99	20.75	22.79	24.07	22.88	14.34	15.76	18.7	5.12	5.27	6.18	16.14	28.99	18.44	11.24	17.15	21.14
WBGene00289412	140.33	71	93.32	65.31	145.08	160.85	122.56	278.29	191.19	50.4	46.82	58.03	44.96	63.73	28.87	51.63	35.64	101.78	150.77	157.62
WBGene00289413	37.4	17.65	22.49	18.44	27.11	35.84	26.41	36.59	24.51	13.04	17.74	8.8	7.89	9.32	12.83	23.61	12.33	14.49	20.3	22.89
WBGene00289414	82.65	56.83	51.95	40.25	18.46	26.63	26.49	21.05	11.63	5.38	14.79	6.19	8.53	9.36	6.05	13.82	5.81	8.12	11.36	15.8
WBGene00289415	3.33	2.8	4.14	3.42	1.49	2.31	2.44	2.24	0.26	2.52	3.65	0	1.66	0.47	2.69	4.6	3.89	1.67	0	1.48
WBGene00289416	334.37	281.97	313.96	230.65	227.39	278	218.11	215.3	119.97	34.74	67.1	15.61	20.77	22.48	52.28	93.69	61.28	62.63	83.81	110.29
WBGene00289418	33.63	8.99	10.39	9.13	9.9	13.65	9.47	11.41	7.66	3.81	5.66	2.42	2.54	3.49	5.49	7.35	5.53	6.52	6.91	6.84
WBGene00289420	155.31	66.51	93.38	56.59	78.93	98.85	73.62	50.8	33.19	28.24	36.73	41.34	43.56	56.33	15.51	32.23	18.45	18.45	27.4	36.54
